sample bin completeness_checkm2 contamination_checkm2 bakta_trna_all bakta_trna_uniq bakta_16s bakta_23s bakta_5s barrnap_16s barrnap_23s barrnap_5s custom_trna_uniq operon mimag
NP-RASK00000069MP NP-RASK00000069MP.bin.1.83 99.86 0.88 59 22 6 6 6 6 6 6 21 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.1.84 99.42 0.57 57 21 4 2 4 4 2 2 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.1.86 92.83 1.07 55 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.1.87 95.74 1.09 50 20 2 2 2 2 2 2 21 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.1.89 98.89 2.14 60 21 6 6 6 6 6 6 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.1.90 99.98 2.71 54 21 5 5 5 5 5 0 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.1.91 98.74 1.65 51 20 4 6 4 4 6 0 21 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.1.92 95.87 1.75 48 21 3 3 3 3 3 3 21 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.1.93 92.04 1.65 53 22 3 3 3 3 3 3 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.1.94 97 0.59 52 22 4 4 4 4 4 4 21 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.1.95 90.3 0.37 55 21 6 6 6 6 6 6 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.1.96 100 2.03 75 21 4 4 4 4 4 4 21 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.1.98 92.54 1.61 34 18 2 1 1 2 1 1 18 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.1.99 99.99 0.45 60 21 5 5 5 5 5 0 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.1 73.84 1.28 44 21 1 1 1 1 1 1 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.103 91.02 0.58 29 21 1 1 1 1 1 1 21 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.105 97.83 0.59 28 19 0 0 0 0 0 0 19 0 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.110 94.85 6.2 59 20 3 3 3 3 3 3 21 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.112 84.88 1.66 40 19 1 1 2 1 1 2 19 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.116 89.97 0.48 64 21 9 8 9 9 8 9 20 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.119 99.9 0.55 81 22 6 6 7 6 6 7 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.12 80.02 4.8 32 16 1 1 1 1 1 1 16 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.126 97.96 1.19 57 21 5 5 5 5 5 5 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.127 92.68 4.57 43 19 3 3 3 3 3 3 19 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.131 75.96 2.38 58 21 5 3 5 5 3 0 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.135 94.55 6.42 73 21 5 5 4 5 5 4 20 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.142 65.8 1.51 46 19 2 2 3 2 2 3 18 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.144 86.06 4.2 25 15 1 1 1 1 1 1 15 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.146 99.82 0.08 70 21 4 4 4 4 4 0 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.148 98.16 7.48 51 21 4 3 4 4 3 1 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.151 99.64 0.18 68 21 6 6 6 6 6 6 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.153 69.72 3.49 39 20 1 1 2 1 1 2 20 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.161 87.16 2.35 67 21 4 4 5 4 4 5 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.164 93.1 2.85 69 21 6 5 5 6 5 3 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.170 57.23 3.55 38 20 1 1 1 1 1 1 20 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.175 69.8 7.53 62 21 4 4 5 4 4 5 21 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.18 85.2 2.87 56 21 5 5 5 5 5 5 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.180 71.41 2.99 54 22 7 6 7 7 6 7 21 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.185 90.37 4.08 29 21 1 1 1 1 1 1 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.187 99.96 3.94 82 21 4 4 5 4 4 5 21 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.188 90.04 3.36 89 21 5 3 2 5 3 2 21 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.194 88.82 1.17 47 21 4 4 4 4 4 4 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.199 93.41 7.73 33 21 1 1 1 1 1 1 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.2 68.42 3.93 36 19 2 1 1 2 1 1 19 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.20 90.62 9.49 37 19 2 2 2 2 2 2 20 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.200 66.89 0.1 46 18 4 4 4 4 4 4 19 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.201 87.53 2.8 50 21 5 5 5 5 5 5 21 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.202 88.85 2.94 56 18 5 5 5 5 5 3 18 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.204 95.55 0.75 47 19 3 3 2 3 3 2 19 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.211 83.47 3.1 53 21 3 3 3 3 3 3 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.213 94.15 1.86 67 21 4 3 4 4 3 4 20 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.216 75.7 3.45 36 18 2 3 2 2 3 2 18 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.219 58.19 1.66 50 16 2 2 4 2 2 4 16 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.220 78.34 1.01 43 18 2 2 2 2 2 2 17 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.224 80.77 0.85 58 22 5 5 5 5 5 1 21 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.225 89.77 8.65 45 20 4 4 4 4 4 0 21 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.227 98.85 7.37 51 21 7 7 7 7 7 7 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.237 99.99 0.95 56 21 5 5 5 5 5 5 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.238 86.16 4.87 50 19 3 3 5 3 3 5 20 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.24 81.44 1.82 52 22 2 2 3 2 2 3 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.242 83.91 3.8 53 22 4 2 4 4 2 0 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.246 92.39 2.48 59 21 4 4 5 4 4 5 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.247 63.02 0.41 44 20 2 2 2 2 2 2 20 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.251 94.92 0.83 55 21 4 6 6 4 6 6 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.253 66.07 4.28 22 10 1 1 1 1 1 1 10 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.26 55.63 1.97 36 19 1 1 2 1 1 2 19 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.27 65.6 3.62 33 17 2 2 2 2 2 1 17 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.276 84.92 2.7 52 21 4 4 4 4 4 1 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.278 99.53 6.45 35 21 2 2 2 2 2 2 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.28 88.3 9.77 55 21 3 3 4 3 3 4 21 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.285 71 2.59 38 17 1 1 1 1 1 1 17 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.288 55.72 0.06 30 14 3 3 3 3 3 3 13 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.291 75.8 8.03 52 19 4 8 4 4 8 4 19 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.292 56.96 4.32 37 15 1 1 1 1 1 1 16 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.294 63.19 8.51 22 15 1 1 1 1 1 1 16 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.296 65.51 0.93 50 20 4 3 5 4 3 5 21 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.300 69.39 3.08 35 19 1 1 1 1 1 1 19 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.302 80.31 4.66 44 19 1 1 1 1 1 1 19 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.305 59.98 2.82 38 18 1 1 1 1 1 1 18 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.306 88.69 0.49 82 21 3 3 4 3 3 4 20 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.312 55.27 3.34 22 16 0 0 0 0 0 0 16 0 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.317 89.3 0.26 37 19 2 2 2 2 2 2 20 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.324 52.28 0.49 25 14 1 0 0 1 0 0 14 0 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.326 73.24 4.23 85 21 12 11 11 12 11 11 19 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.328 53.42 1 45 21 1 1 2 1 1 2 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.334 62.85 1.66 21 13 1 1 2 1 1 2 12 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.34 61.33 2.69 33 17 1 1 2 1 1 2 17 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.346 74.4 3.56 39 19 2 1 1 2 2 1 19 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.353 69.47 0.9 43 17 0 1 2 0 1 2 17 0 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.357 88.82 0.49 79 21 4 5 5 4 5 5 21 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.366 81.91 2.59 49 22 3 0 2 3 0 2 21 0 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.368 82.4 3.16 48 21 1 3 3 1 3 3 20 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.378 68.9 3.84 37 17 1 1 1 1 1 0 17 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.38 68.66 1.93 54 21 3 3 3 3 3 0 21 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.385 63.17 3.89 46 20 5 5 5 5 5 5 21 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.386 70.46 3.4 42 17 2 2 2 2 2 2 16 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.393 64.98 1.55 42 19 2 2 3 2 2 3 19 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.399 90.38 6.72 50 21 2 2 3 2 2 3 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.4 71.35 0.68 38 20 3 1 1 3 1 0 19 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.400 99.17 8.43 70 21 5 5 5 5 5 5 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.402 84.86 1.44 59 21 2 4 2 2 4 0 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.406 69.03 1.46 47 18 5 4 4 5 4 4 19 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.41 89.84 1.45 55 21 2 3 2 2 3 0 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.47 67.75 2.95 48 21 4 4 4 4 4 4 21 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.49 84.34 2.39 58 21 6 4 4 6 4 4 21 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.50 53.53 0.57 27 15 1 1 1 1 1 1 15 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.54 94.34 5.73 41 19 1 0 0 1 0 0 20 0 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.61 99.86 1.8 81 21 7 7 7 7 7 7 22 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.65 82.48 1.49 64 21 3 4 4 4 4 4 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.66 58.27 4.43 45 20 1 2 2 1 2 2 21 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.7 92.63 1.05 50 21 4 2 1 5 2 1 21 1 HQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.71 58.87 1.68 41 19 1 1 2 1 1 2 19 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.75 70.94 0.52 33 15 1 1 1 1 1 0 15 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.80 96.22 4.77 56 21 1 0 1 1 0 1 20 0 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.88 60.43 1.4 45 20 3 3 3 3 3 3 20 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.96 84.62 3.21 58 21 1 1 1 1 1 1 22 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.2.99 58.57 4.95 32 15 1 1 1 1 1 1 15 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.3.174 50.21 5.94 15 10 1 1 2 1 1 2 10 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.3.36 70.28 2.76 39 17 1 1 1 1 1 1 17 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.3.87 97.51 9.05 39 20 2 2 2 2 2 2 21 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.3.92 80.26 0.96 68 20 8 8 8 8 8 8 21 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.3.98 86.43 9.41 63 21 1 1 1 1 1 1 20 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.4.112 60.61 2.77 34 16 1 1 1 1 1 1 16 1 MQ
NP-RASK00000069MP NP-RASK00000069MP.bin.4.157 50.72 3.64 57 20 3 4 3 3 4 3 20 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.1 97.41 0.01 50 21 2 2 2 2 2 2 21 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.10 99.66 0.25 48 21 1 1 1 1 1 1 21 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.12 97.97 0.81 79 21 6 6 5 6 6 5 22 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.14 95.68 2.93 54 21 2 2 2 2 2 2 21 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.15 98.08 2.67 52 21 3 4 3 3 4 0 22 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.16 99.6 0.02 52 21 4 4 4 4 4 4 19 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.17 96.48 0.01 68 21 7 7 7 7 7 7 20 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.18 93.07 1.98 84 22 7 6 5 7 6 5 22 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.2 100 0.4 70 21 5 5 4 5 5 4 21 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.20 98.06 0.12 72 20 7 7 8 7 7 8 19 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.22 91.48 2.97 61 20 7 7 7 7 7 7 21 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.28 96.53 0.39 53 21 2 2 3 2 2 3 22 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.3 100 1.27 56 21 4 4 5 4 4 5 21 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.32 98.86 0.21 51 21 5 5 5 5 5 5 22 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.38 99.87 1.52 65 21 6 6 6 6 6 6 22 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.40 98.35 3.28 49 22 6 6 6 6 6 6 21 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.43 98.58 0.13 57 21 6 6 6 6 6 6 22 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.5 95.75 0.43 48 22 2 2 2 2 2 2 21 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.52 99.89 3.38 65 21 4 4 4 4 4 4 20 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.57 100 4.52 82 21 10 10 10 10 10 10 22 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.7 92.81 3.86 39 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.8 99.45 1.44 59 21 6 6 6 6 6 3 20 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.1.9 100 1.39 51 21 2 4 3 2 4 3 22 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.1 75.87 6.09 46 21 1 0 1 1 0 1 21 0 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.17 75.09 5.38 62 20 3 3 3 3 3 3 21 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.18 64.66 2.93 36 19 1 1 1 1 1 1 19 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.2 57.54 2.19 54 21 3 2 3 3 2 3 22 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.20 81.55 5.14 44 21 1 1 1 1 1 0 22 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.30 69.62 0.22 26 17 3 2 2 3 2 0 19 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.33 79.81 2.18 29 17 3 3 3 3 3 3 18 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.34 63.47 1.35 34 18 2 1 0 2 1 0 17 0 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.35 62.77 1.6 50 20 2 2 2 2 2 2 19 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.36 68.27 1.85 51 21 1 2 5 2 2 5 22 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.43 86.97 2.02 57 20 5 2 2 5 2 2 21 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.47 56.71 5.57 44 19 3 1 2 3 1 0 20 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.50 84.23 1.83 60 21 3 5 5 3 5 5 20 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.54 78.86 3.9 48 21 4 3 4 4 3 3 21 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.56 97.74 2.67 61 21 5 5 5 5 5 0 22 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.58 91.81 6.19 66 21 5 5 5 5 5 5 22 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.61 87.98 4.72 53 18 4 4 4 4 4 4 19 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.66 57.09 1.85 26 16 1 1 1 1 1 1 16 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.67 83.62 6.38 66 20 8 5 8 8 5 0 21 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.71 89.72 0.14 58 21 2 2 3 2 2 3 22 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.73 83.27 4.3 60 21 3 4 4 3 4 4 20 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.74 94.86 2.82 56 22 8 8 7 8 8 7 21 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.75 90.77 0.42 55 21 7 5 6 7 5 0 22 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.76 89.39 2.45 59 21 5 5 5 5 5 0 22 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.78 66.91 1.23 48 21 1 1 3 1 1 3 21 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.81 99.42 5.03 70 20 5 4 4 5 4 4 19 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.83 85.08 1.22 41 20 3 3 3 3 3 3 19 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.85 80.07 0.72 42 21 1 0 1 1 0 1 21 0 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.86 77.35 2.34 50 22 5 5 5 5 5 4 22 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.87 77.07 2.96 71 20 5 5 4 5 5 4 20 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.90 80.87 7.47 55 19 5 5 6 5 5 1 19 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.91 73.66 1.37 52 21 3 3 3 3 3 0 21 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.93 81.82 5.45 58 21 5 5 5 5 5 5 18 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.2.96 100 5.72 48 21 3 3 3 3 3 3 22 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.3.18 50.84 0.98 28 17 1 1 1 1 1 1 17 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.3.58 50.15 4.35 28 12 3 3 1 3 3 1 12 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.3.59 51.75 1.82 31 16 0 0 1 0 0 1 15 0 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.4.50 60.8 4.21 51 19 2 2 1 2 2 1 20 1 MQ
NP-RASK00000075MP NP-RASK00000075MP.bin.c.1 95.87 0.28 47 22 3 3 3 3 3 3 21 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.c.2 99.97 0.23 54 21 3 3 3 3 3 0 22 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.c.3 99.99 0.43 66 21 6 6 7 6 6 7 22 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.s.1 99.23 0.6 59 22 5 5 5 5 5 5 21 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.s.2 100 1.03 55 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000075MP NP-RASK00000075MP.bin.s.3 90.89 0.06 56 21 4 4 4 4 4 0 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.10 91.49 0.07 33 21 1 1 1 1 1 1 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.11 100 0.08 80 22 8 5 4 8 5 4 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.12 96.94 1.65 45 21 3 3 3 3 3 0 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.13 98.73 1.14 54 21 2 3 3 2 3 3 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.14 99.99 0.76 55 21 6 7 5 6 7 5 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.15 96.85 0.88 47 20 3 1 2 3 2 2 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.16 99.94 0.02 60 21 6 6 6 6 6 6 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.17 98.22 0.04 67 21 4 4 4 4 4 0 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.18 97.34 0.44 51 22 4 4 4 4 4 4 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.19 94.33 2.92 45 21 1 2 1 1 2 1 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.20 98.49 1.61 45 16 3 4 3 3 4 3 16 1 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.21 92.27 0.61 34 21 1 1 1 1 1 1 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.22 98.52 0.35 60 22 6 6 6 6 6 0 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.23 99.11 0.04 55 19 4 3 4 4 3 0 20 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.24 99.99 1.27 58 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.25 99.91 4.55 55 20 6 5 5 6 5 5 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.26 98.64 0.01 57 21 5 5 5 5 5 0 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.27 99.98 2.32 71 21 5 5 3 5 5 3 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.28 93.15 0.23 43 21 2 2 2 2 2 2 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.29 91.7 0.12 59 21 2 2 2 2 2 0 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.3 100 0.05 61 21 4 6 4 4 6 4 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.31 95.85 0.08 65 21 6 6 5 6 6 5 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.34 91.63 0.77 48 18 3 2 3 3 2 3 19 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.35 99.84 0.67 57 22 6 6 6 6 6 6 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.36 91.14 0.59 54 21 1 0 0 1 0 0 22 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.37 93.31 0.18 34 17 2 2 2 2 2 2 18 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.38 91.83 0 58 21 5 5 5 5 5 5 21 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.39 97.57 2.89 42 20 0 2 3 0 2 3 21 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.4 99.99 1.16 68 21 6 6 6 6 6 6 19 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.41 95.16 0.01 55 21 5 5 5 5 5 5 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.43 91.14 3.15 20 15 0 0 2 0 0 2 16 0 MQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.44 97.94 0.14 50 21 2 2 3 2 2 3 22 1 HQ
NP-RASK00000068MP NP-RASK00000068MP.bin.1.46 93.31 0.08 46 21 2 3 3 2 3 3 21 1 HQ
