run_accession	study_accession	sample_accession	tax_id	scientific_name	library_name	fastq_ftp	submitted_ftp	sample_alias	sample_title
ERR15681732	PRJEB98069	SAMEA120295333	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/032/ERR15681732/ERR15681732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/032/ERR15681732/ERR15681732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681732/PaPr00000122MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681732/PaPr00000122MP_R2_NonHuman_Combined.fastq.gz	PaPr00000122MP_HP	PaPr00000122MP
ERR15681733	PRJEB98069	SAMEA120295521	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/033/ERR15681733/ERR15681733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/033/ERR15681733/ERR15681733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681733/RASK00000025MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681733/RASK00000025MP_R2_NonHuman_Combined.fastq.gz	RASK00000025MP_HP	RASK00000025MP
ERR15681736	PRJEB98069	SAMEA120295390	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/036/ERR15681736/ERR15681736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/036/ERR15681736/ERR15681736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681736/PaOp00000058MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681736/PaOp00000058MP_R2_NonHuman_Combined.fastq.gz	PaOp00000058MP_HP	PaOp00000058MP
ERR15681738	PRJEB98069	SAMEA120295092	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/038/ERR15681738/ERR15681738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/038/ERR15681738/ERR15681738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681738/ASYM00000022MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681738/ASYM00000022MP_R2_NonHuman_Combined.fastq.gz	ASYM00000022MP_HP	ASYM00000022MP
ERR15681743	PRJEB98069	SAMEA120295484	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/043/ERR15681743/ERR15681743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/043/ERR15681743/ERR15681743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681743/PaPr00000249MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681743/PaPr00000249MP_R2_NonHuman_Combined.fastq.gz	PaPr00000249MP_HP	PaPr00000249MP
ERR15681748	PRJEB98069	SAMEA120295319	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/048/ERR15681748/ERR15681748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/048/ERR15681748/ERR15681748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681748/PaPr00000105MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681748/PaPr00000105MP_R2_NonHuman_Combined.fastq.gz	PaPr00000105MP_HP	PaPr00000105MP
ERR15681751	PRJEB98069	SAMEA120295624	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/051/ERR15681751/ERR15681751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/051/ERR15681751/ERR15681751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681751/UCPr00000029MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681751/UCPr00000029MP_R2_NonHuman_Combined.fastq.gz	UCPr00000029MP_HP	UCPr00000029MP
ERR15681754	PRJEB98069	SAMEA120295071	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/054/ERR15681754/ERR15681754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/054/ERR15681754/ERR15681754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681754/DoSc00000021MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681754/DoSc00000021MP_R2_NonHuman_Combined.fastq.gz	DoSc00000021MP_HP	DoSc00000021MP
ERR15681760	PRJEB98069	SAMEA120295419	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/060/ERR15681760/ERR15681760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/060/ERR15681760/ERR15681760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681760/PAPR00000255MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681760/PAPR00000255MP_R2_NonHuman_Combined.fastq.gz	PAPR00000255MP_HP	PAPR00000255MP
ERR15681761	PRJEB98069	SAMEA120295269	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/061/ERR15681761/ERR15681761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/061/ERR15681761/ERR15681761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681761/PaPr00000061MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681761/PaPr00000061MP_R2_NonHuman_Combined.fastq.gz	PaPr00000061MP_HP	PaPr00000061MP
ERR15681762	PRJEB98069	SAMEA120295282	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/062/ERR15681762/ERR15681762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/062/ERR15681762/ERR15681762_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681762/PaPr00000067MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681762/PaPr00000067MP_R2_NonHuman_Combined.fastq.gz	PaPr00000067MP_HP	PaPr00000067MP
ERR15681763	PRJEB98069	SAMEA120295094	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/063/ERR15681763/ERR15681763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/063/ERR15681763/ERR15681763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681763/ASYM00000024MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681763/ASYM00000024MP_R2_NonHuman_Combined.fastq.gz	ASYM00000024MP_HP	ASYM00000024MP
ERR15681765	PRJEB98069	SAMEA120295148	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/065/ERR15681765/ERR15681765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/065/ERR15681765/ERR15681765_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681765/DoBa00000055MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681765/DoBa00000055MP_R2_NonHuman_Combined.fastq.gz	DoBa00000055MP_HP	DoBa00000055MP
ERR15681768	PRJEB98069	SAMEA120295447	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/068/ERR15681768/ERR15681768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/068/ERR15681768/ERR15681768_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681768/PaOp00000096MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681768/PaOp00000096MP_R2_NonHuman_Combined.fastq.gz	PaOp00000096MP_HP	PaOp00000096MP
ERR15681772	PRJEB98069	SAMEA120295111	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/072/ERR15681772/ERR15681772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/072/ERR15681772/ERR15681772_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681772/ASYM00000041MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681772/ASYM00000041MP_R2_NonHuman_Combined.fastq.gz	ASYM00000041MP_HP	ASYM00000041MP
ERR15681775	PRJEB98069	SAMEA120295147	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/075/ERR15681775/ERR15681775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/075/ERR15681775/ERR15681775_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681775/DoSc00000012MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681775/DoSc00000012MP_R2_NonHuman_Combined.fastq.gz	DoSc00000012MP_HP	DoSc00000012MP
ERR15681777	PRJEB98069	SAMEA120295204	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/077/ERR15681777/ERR15681777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/077/ERR15681777/ERR15681777_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681777/PaOp00000038MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681777/PaOp00000038MP_R2_NonHuman_Combined.fastq.gz	PaOp00000038MP_HP	PaOp00000038MP
ERR15681778	PRJEB98069	SAMEA120295346	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/078/ERR15681778/ERR15681778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/078/ERR15681778/ERR15681778_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681778/PaPr00000128MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681778/PaPr00000128MP_R2_NonHuman_Combined.fastq.gz	PaPr00000128MP_HP	PaPr00000128MP
ERR15681786	PRJEB98069	SAMEA120295438	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/086/ERR15681786/ERR15681786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/086/ERR15681786/ERR15681786_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681786/PaPr00000230MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681786/PaPr00000230MP_R2_NonHuman_Combined.fastq.gz	PaPr00000230MP_HP	PaPr00000230MP
ERR15681787	PRJEB98069	SAMEA120295176	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/087/ERR15681787/ERR15681787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/087/ERR15681787/ERR15681787_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681787/DON300000003MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681787/DON300000003MP_R2_NonHuman_Combined.fastq.gz	DON300000003MP_HP	DON300000003MP
ERR15681788	PRJEB98069	SAMEA120295541	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/088/ERR15681788/ERR15681788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/088/ERR15681788/ERR15681788_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681788/RASK00000046MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681788/RASK00000046MP_R2_NonHuman_Combined.fastq.gz	RASK00000046MP_HP	RASK00000046MP
ERR15681789	PRJEB98069	SAMEA120295522	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/089/ERR15681789/ERR15681789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/089/ERR15681789/ERR15681789_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681789/RASK00000027MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681789/RASK00000027MP_R2_NonHuman_Combined.fastq.gz	RASK00000027MP_HP	RASK00000027MP
ERR15681791	PRJEB98069	SAMEA120295450	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/091/ERR15681791/ERR15681791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/091/ERR15681791/ERR15681791_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681791/PAOP00000081MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681791/PAOP00000081MP_R2_NonHuman_Combined.fastq.gz	PAOP00000081MP_HP	PAOP00000081MP
ERR15681792	PRJEB98069	SAMEA120295142	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/092/ERR15681792/ERR15681792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/092/ERR15681792/ERR15681792_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681792/DoSc00000008MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681792/DoSc00000008MP_R2_NonHuman_Combined.fastq.gz	DoSc00000008MP_HP	DoSc00000008MP
ERR15681793	PRJEB98069	SAMEA120295569	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/093/ERR15681793/ERR15681793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/093/ERR15681793/ERR15681793_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681793/RASK00000074MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681793/RASK00000074MP_R2_NonHuman_Combined.fastq.gz	RASK00000074MP_HP	RASK00000074MP
ERR15681795	PRJEB98069	SAMEA120295577	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/095/ERR15681795/ERR15681795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/095/ERR15681795/ERR15681795_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681795/RASK00000082MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681795/RASK00000082MP_R2_NonHuman_Combined.fastq.gz	RASK00000082MP_HP	RASK00000082MP
ERR15681798	PRJEB98069	SAMEA120295260	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/098/ERR15681798/ERR15681798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/098/ERR15681798/ERR15681798_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681798/PaOp00000024MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681798/PaOp00000024MP_R2_NonHuman_Combined.fastq.gz	PaOp00000024MP_HP	PaOp00000024MP
ERR15681807	PRJEB98069	SAMEA120295317	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR15681807/ERR15681807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR15681807/ERR15681807_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681807/FMTP00000007MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681807/FMTP00000007MP_R2_NonHuman_Combined.fastq.gz	FMTP00000007MP_HP	FMTP00000007MP
ERR15681810	PRJEB98069	SAMEA120295198	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/010/ERR15681810/ERR15681810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/010/ERR15681810/ERR15681810_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681810/PaPr00000014MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681810/PaPr00000014MP_R2_NonHuman_Combined.fastq.gz	PaPr00000014MP_HP	PaPr00000014MP
ERR15681812	PRJEB98069	SAMEA120295177	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/012/ERR15681812/ERR15681812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/012/ERR15681812/ERR15681812_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681812/POUC00000001MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681812/POUC00000001MP_R2_NonHuman_Combined.fastq.gz	POUC00000001MP_HP	POUC00000001MP
ERR15681813	PRJEB98069	SAMEA120295320	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/013/ERR15681813/ERR15681813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/013/ERR15681813/ERR15681813_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681813/PaPr00000104MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681813/PaPr00000104MP_R2_NonHuman_Combined.fastq.gz	PaPr00000104MP_HP	PaPr00000104MP
ERR15681814	PRJEB98069	SAMEA120295280	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/014/ERR15681814/ERR15681814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/014/ERR15681814/ERR15681814_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681814/PaPr00000065MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681814/PaPr00000065MP_R2_NonHuman_Combined.fastq.gz	PaPr00000065MP_HP	PaPr00000065MP
ERR15681817	PRJEB98069	SAMEA120295515	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/017/ERR15681817/ERR15681817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/017/ERR15681817/ERR15681817_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681817/RASK00000019MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681817/RASK00000019MP_R2_NonHuman_Combined.fastq.gz	RASK00000019MP_HP	RASK00000019MP
ERR15681818	PRJEB98069	SAMEA120295310	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/018/ERR15681818/ERR15681818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/018/ERR15681818/ERR15681818_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681818/PaPr00000090MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681818/PaPr00000090MP_R2_NonHuman_Combined.fastq.gz	PaPr00000090MP_HP	PaPr00000090MP
ERR15681819	PRJEB98069	SAMEA120295344	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/019/ERR15681819/ERR15681819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/019/ERR15681819/ERR15681819_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681819/PaPr00000130MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681819/PaPr00000130MP_R2_NonHuman_Combined.fastq.gz	PaPr00000130MP_HP	PaPr00000130MP
ERR15681820	PRJEB98069	SAMEA120295395	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/020/ERR15681820/ERR15681820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/020/ERR15681820/ERR15681820_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681820/PaPr00000185MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681820/PaPr00000185MP_R2_NonHuman_Combined.fastq.gz	PaPr00000185MP_HP	PaPr00000185MP
ERR15681821	PRJEB98069	SAMEA120295091	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/021/ERR15681821/ERR15681821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/021/ERR15681821/ERR15681821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681821/ASYM00000021MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681821/ASYM00000021MP_R2_NonHuman_Combined.fastq.gz	ASYM00000021MP_HP	ASYM00000021MP
ERR15681825	PRJEB98069	SAMEA120295623	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/025/ERR15681825/ERR15681825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/025/ERR15681825/ERR15681825_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681825/UCPr00000028MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681825/UCPr00000028MP_R2_NonHuman_Combined.fastq.gz	UCPr00000028MP_HP	UCPr00000028MP
ERR15681842	PRJEB98069	SAMEA120295467	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/042/ERR15681842/ERR15681842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/042/ERR15681842/ERR15681842_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681842/PAPR00000259MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681842/PAPR00000259MP_R2_NonHuman_Combined.fastq.gz	PAPR00000259MP_HP	PAPR00000259MP
ERR15681846	PRJEB98069	SAMEA120295429	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/046/ERR15681846/ERR15681846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/046/ERR15681846/ERR15681846_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681846/PaPr00000221MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681846/PaPr00000221MP_R2_NonHuman_Combined.fastq.gz	PaPr00000221MP_HP	PaPr00000221MP
ERR15681847	PRJEB98069	SAMEA120295588	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/047/ERR15681847/ERR15681847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/047/ERR15681847/ERR15681847_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681847/RASK00000094MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681847/RASK00000094MP_R2_NonHuman_Combined.fastq.gz	RASK00000094MP_HP	RASK00000094MP
ERR15681849	PRJEB98069	SAMEA120295570	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/049/ERR15681849/ERR15681849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/049/ERR15681849/ERR15681849_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681849/RASK00000075MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681849/RASK00000075MP_R2_NonHuman_Combined.fastq.gz	RASK00000075MP_HP	RASK00000075MP
ERR15681850	PRJEB98069	SAMEA120295252	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/050/ERR15681850/ERR15681850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/050/ERR15681850/ERR15681850_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681850/PaPr00000048MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681850/PaPr00000048MP_R2_NonHuman_Combined.fastq.gz	PaPr00000048MP_HP	PaPr00000048MP
ERR15681852	PRJEB98069	SAMEA120295420	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/052/ERR15681852/ERR15681852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/052/ERR15681852/ERR15681852_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681852/PaPr00000212MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681852/PaPr00000212MP_R2_NonHuman_Combined.fastq.gz	PaPr00000212MP_HP	PaPr00000212MP
ERR15681857	PRJEB98069	SAMEA120295149	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/057/ERR15681857/ERR15681857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/057/ERR15681857/ERR15681857_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681857/DoBa00000052MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681857/DoBa00000052MP_R2_NonHuman_Combined.fastq.gz	DoBa00000052MP_HP	DoBa00000052MP
ERR15681858	PRJEB98069	SAMEA120295130	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/058/ERR15681858/ERR15681858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/058/ERR15681858/ERR15681858_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681858/DoSc00000005MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681858/DoSc00000005MP_R2_NonHuman_Combined.fastq.gz	DoSc00000005MP_HP	DoSc00000005MP
